sequence,base_sequence,sequence_index,frame_id,D_obj_cm,E_obs_cm,E_prior_cm,e_obs_norm,e_prior_norm,E_update_cm,e_update_norm,obs_abs_risk_label,prior_abs_risk_label,obs_risk_label,prior_risk_label,delta_E_gt_cm,pair_state_gt,prior_advantage_margin_cm,x1_obs_depth_residual,x1_obs_norm,x2_obs_inlier_error,x4_obs_support_ratio,x5_obs_geometry_inconsistency,x1_prior_depth_residual,x1_prior_norm,x2_prior_inlier_error,x4_prior_support_ratio,x5_prior_geometry_inconsistency,e_obs_hat_norm,e_prior_hat_norm,E_obs_hat_cm,E_prior_hat_cm,p_obs_risk_rollout,p_prior_risk_rollout,delta_E_hat_cm,rollout_mode,policy_model_stage,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,output_uncertain
mustard_easy_00_02_clean,mustard_easy_00_02,10,10,22.44201091725071,0.37398306022278827,0.3981440189141523,0.016664418424969005,0.01774101351176633,0.37398306022278827,0.016664418424969005,0,0,0,0,0.024160958691364032,TIE,0.1,15.26319682598114,0.6801171642889023,0.3375130616509927,0.2697443751631272,0.4421641791044776,15.237712860107422,0.6789816169456769,0.3353909465020576,0.2582983622346495,0.4418886198547215,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,11,11,22.44201091725071,0.4351163817417014,0.36418826963549233,0.019388475629304524,0.01622796954240622,0.4351163817417014,0.019388475629304524,0,0,0,0,-0.07092811210620908,TIE,0.1,13.66402953863144,0.6088594105498889,0.3348623853211009,0.251430754477563,0.43550368550368546,14.25071507692337,0.6350016996903401,0.3367294956698931,0.2510492207132804,0.4338461538461539,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,12,12,22.44201091725071,0.48842748950651366,0.5008415316288478,0.02176398056784963,0.022317141430666595,0.48842748950651366,0.02176398056784963,0,0,0,0,0.012414042122334157,TIE,0.1,13.476482033729553,0.6005024274972819,0.34052156469408223,0.2392216740205202,0.44083384426732064,13.20379227399826,0.5883515662960835,0.32899999999999996,0.23693247143482465,0.4143814747105423,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,13,13,22.44201091725071,0.4307139038099129,0.5551237748939946,0.01919230435267421,0.024735919474456827,0.4307139038099129,0.01919230435267421,0,0,0,0,0.12440987108408164,PRIOR_WORSE,0.1,14.353583753108978,0.6395854545314241,0.34088568486096804,0.2590614297632148,0.4437046004842615,12.756633758544922,0.5684265017774839,0.33835683033543995,0.21518504687071716,0.4253503960999391,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,14,14,22.44201091725071,0.4343531832063441,0.3972424051876775,0.01935446804691044,0.01770083824717889,0.4343531832063441,0.01935446804691044,0,0,0,0,-0.03711077801866658,TIE,0.1,13.974355161190033,0.6226872989553818,0.33809280979092304,0.25181228824184554,0.4389944819129369,15.232370793819427,0.6787435782820433,0.34196617336152224,0.2781381179773441,0.4515931372549019,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,15,15,22.44201091725071,0.43700476821705614,0.44872072928223333,0.01947262078377921,0.019994675652586506,0.43700476821705614,0.01947262078377921,0,0,0,0,0.011715961065177194,TIE,0.1,14.05387967824936,0.6262308547157168,0.33333333333333337,0.25371995706325856,0.4412307692307692,13.692332804203033,0.6101205838768228,0.34285714285714286,0.23884014025623757,0.4352363413136894,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,16,16,22.44201091725071,0.41462541078831083,0.4648079449031367,0.018475412578540226,0.020711510506656445,0.41462541078831083,0.018475412578540226,0,0,0,0,0.05018253411482587,TIE,0.1,14.537569880485535,0.6477837451416087,0.3374870197300104,0.26516596999173614,0.44740024183796856,14.182145893573761,0.6319463057863607,0.3338376197680283,0.24341854542762864,0.43339472068753837,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,17,17,22.44201091725071,0.4275349611164729,0.40894055927442946,0.019050652933594092,0.01822209964972815,0.4275349611164729,0.019050652933594092,0,0,0,0,-0.018594401842043418,TIE,0.1,13.652543723583221,0.6083476108234487,0.3316608128449573,0.23960320778480282,0.41990291262135926,14.900287985801697,0.6639462052105212,0.33640552995391704,0.25486455835610633,0.45048899755501226,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,18,18,22.44201091725071,0.43875612400227376,0.4464983450072869,0.01955065994843675,0.0198956477943816,0.43875612400227376,0.01955065994843675,0,0,0,0,0.00774222100501315,TIE,0.1,14.608520269393921,0.6509452438669234,0.3359173126614987,0.26173216611319283,0.44699318040917546,12.75072991847992,0.5681634308750245,0.33333333333333337,0.22739412732776,0.4146191646191646,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,19,19,22.44201091725071,0.4318770455617238,0.4636480640936301,0.01924413311953916,0.020659827045054747,0.4318770455617238,0.01924413311953916,0,0,0,0,0.03177101853190628,TIE,0.1,14.7300586104393,0.656360905658263,0.3422572178477691,0.2731781790416705,0.4518879415347138,15.449647605419159,0.6884252780370647,0.34704641350210974,0.27661198292021383,0.4633555420956996,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,20,20,22.44201091725071,0.4450447579524835,0.43111675161452423,0.01983087699197164,0.019210254963521727,0.4450447579524835,0.01983087699197164,0,0,0,0,-0.013928006337959264,TIE,0.1,13.643181324005127,0.6079304289758587,0.339294839039346,0.25333842329897593,0.44067796610169496,14.591416716575623,0.6501831217522269,0.3359173126614987,0.26173216611319283,0.4415902140672783,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,21,21,22.44201091725071,0.4839223628352991,0.4624761133274335,0.02156323533660337,0.02060760575479168,0.4839223628352991,0.02156323533660337,0,0,0,0,-0.02144624950786561,TIE,0.1,13.817918300628662,0.6157165840253253,0.3328282828282828,0.2445631467204764,0.43858560794044665,13.175725936889648,0.587100950332474,0.3439363817097415,0.23235406626343358,0.43830570902394106,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,22,22,22.44201091725071,0.4832926272831166,0.5315159600983497,0.021535174769548818,0.023683972085130053,0.4832926272831166,0.021535174769548818,0,0,0,0,0.048223332815233055,TIE,0.1,13.138692080974579,0.5854507481268151,0.33450527373179306,0.24036627531336796,0.4214372716199757,12.958680093288422,0.5774295423467312,0.33366385721368363,0.23044639744202067,0.42060085836909866,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,23,23,22.44201091725071,0.506329077719114,0.4835623813235472,0.022561662570527906,0.02154719481719184,0.506329077719114,0.022561662570527906,0,0,0,0,-0.022766696395566777,TIE,0.1,12.73181140422821,0.5673204353733529,0.33760473139477576,0.2258679922706296,0.4297976701410178,12.817035615444183,0.5711179654400753,0.33951855566700095,0.2392216740205202,0.42944785276073616,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,24,24,22.44201091725071,0.49442941089552,0.5322290898896974,0.022031421904151305,0.02371574864000195,0.49442941089552,0.022031421904151305,0,0,0,0,0.03779967899417741,TIE,0.1,13.305051624774933,0.5928636107447758,0.3356678339169584,0.23731400519910728,0.4272616136919315,12.873038649559021,0.5736134206967961,0.32894094680331865,0.21823731698497784,0.4087546239210851,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,25,25,22.44201091725071,0.4548429508039747,0.48335548764260416,0.020267477477000348,0.02153797578233325,0.4548429508039747,0.020267477477000348,0,0,0,0,0.028512536838629476,TIE,0.1,13.734795153141022,0.6120126758597809,0.3353443941679236,0.2411293428419331,0.43367655966081164,13.578224182128906,0.6050359850636917,0.3368580060422961,0.24227394413478087,0.42813078346699573,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,26,26,22.44201091725071,0.4388636512587728,0.4216482014052763,0.01955545128629393,0.01878834311951805,0.4388636512587728,0.01955545128629393,0,0,0,0,-0.01721544985349649,TIE,0.1,14.409562945365906,0.6420798474119613,0.34018499486125386,0.2575352947060844,0.4441747572815534,14.534638822078705,0.6476531392695397,0.3382804503582395,0.2544830245918237,0.4491783323189288,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,27,27,22.44201091725071,0.4352939021476615,0.4448083048000797,0.019396385811979982,0.01982034080814767,0.4352939021476615,0.019396385811979982,0,0,0,0,0.009514402652418208,TIE,0.1,14.90745097398758,0.6642653828551759,0.33956386292834895,0.26516596999173614,0.44712990936555896,14.469091594219208,0.6447324015468292,0.3377348908075165,0.24876001812758486,0.4412484700122399,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,28,28,22.44201091725071,0.43511269978543177,0.47208379644573023,0.019388311563959256,0.021035717261987837,0.43511269978543177,0.019388311563959256,0,0,0,0,0.036971096660298464,TIE,0.1,13.744091987609863,0.612426936172866,0.33671399594320484,0.2476154168347371,0.4409307875894988,15.374244749546051,0.6850653805594662,0.3412249099330932,0.25867989599893215,0.4577804583835947,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,29,29,22.44201091725071,0.44796048999539245,0.43815899681287757,0.01996079993219567,0.019524052386770466,0.44796048999539245,0.01996079993219567,0,0,0,0,-0.009801493182514887,TIE,0.1,14.264123141765594,0.6355991534965817,0.3316195372750642,0.257916828470367,0.4422724496029322,13.868007063865662,0.6179485035900063,0.33720930232558144,0.24532621424904155,0.4417744916820703,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,30,30,22.44201091725071,0.45035514160817836,0.46516746442087137,0.020067503900107263,0.02072753043994408,0.45035514160817836,0.020067503900107263,0,0,0,0,0.014812322812693013,TIE,0.1,14.347778260707855,0.6393267659307221,0.33384694401643555,0.25715376094180176,0.43780487804878043,14.20062780380249,0.6327698465241706,0.3358895705521472,0.25371995706325856,0.44065733414485697,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,31,31,22.44201091725071,0.4767086275426934,0.4548888912163791,0.021241796437067827,0.020269524549010688,0.4767086275426934,0.021241796437067827,0,0,0,0,-0.021819736326314287,TIE,0.1,14.1138955950737,0.6289051211638366,0.33760903027193434,0.2563906934132366,0.43520192887281495,14.470036327838898,0.6447744982031035,0.33881748071979434,0.257916828470367,0.446331109763493,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,32,32,22.44201091725071,0.4409258137151374,0.5051427649295911,0.019647339774538957,0.02250880131874895,0.4409258137151374,0.019647339774538957,0,0,0,0,0.0642169512144537,TIE,0.1,14.461182057857513,0.644379958247926,0.33692860811504877,0.25715376094180176,0.44106925880923453,14.385582506656647,0.6410112961668131,0.3420512820512821,0.2560091596489541,0.4439681567666871,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,33,33,22.44201091725071,0.4285154926018346,0.40796201871215754,0.01909434471723047,0.018178496580204654,0.4285154926018346,0.01909434471723047,0,0,0,0,-0.020553473889677043,TIE,0.1,14.374715089797974,0.6405270518226345,0.3406537282941777,0.2529568895346933,0.4516923076923077,14.786267280578613,0.6588655239095671,0.33986591026302215,0.26020603105606255,0.44180377818403416,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,34,34,22.44201091725071,0.47822500254744665,0.4260237812775134,0.021309365025744865,0.01898331583779944,0.47822500254744665,0.021309365025744865,0,0,0,0,-0.05220122126993326,TIE,0.1,13.741904497146606,0.6123294631580225,0.3319878910191726,0.24380007919191127,0.42971639950678175,13.900509476661682,0.6193967879222734,0.34839357429718876,0.23998474154908533,0.4475781729000613,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,35,35,22.44201091725071,0.49600763974835643,0.5451250572971389,0.022101746656182475,0.02429038374979635,0.49600763974835643,0.022101746656182475,0,0,0,0,0.04911741754878246,TIE,0.1,12.971901893615723,0.5780186963390385,0.33748753738783654,0.23464326884912912,0.4268142681426814,12.863406538963318,0.5731842207186293,0.3308605341246291,0.22853872862060776,0.426829268292683,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,36,36,22.44201091725071,0.4665984305989949,0.5152608724922805,0.02079129327222323,0.022959656975133635,0.4665984305989949,0.02079129327222323,0,0,0,0,0.04866244189328556,TIE,0.1,13.661547005176544,0.6087487906297736,0.33895705521472397,0.25371995706325856,0.44437615242778117,11.855340749025345,0.5282655281088198,0.33815726000964785,0.2090805066421958,0.4214773432650528,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,37,37,22.44201091725071,0.44611884102175037,0.4459637139326716,0.01987873736746238,0.019871825015015412,0.44611884102175037,0.01987873736746238,0,0,0,0,-0.00015512708907877704,TIE,0.1,14.433035254478455,0.6431257567646971,0.3347171769590036,0.2647844362274535,0.4414414414414415,15.279757976531982,0.6808551173454224,0.3382045929018789,0.2689813076345621,0.4500907441016334,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,38,38,22.44201091725071,0.46835378172894887,0.43032136619573286,0.020869510466592592,0.0191748131565587,0.46835378172894887,0.020869510466592592,0,0,0,0,-0.03803241553321601,TIE,0.1,13.9113187789917,0.6198784427245045,0.3397959183673469,0.25219382200612817,0.4355828220858896,14.783595502376556,0.6587464713784945,0.34136125654450267,0.2712705102202575,0.45121193287756367,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,39,39,22.44201091725071,0.4421544677900747,0.49058178925760904,0.019702087723796613,0.021859974628232134,0.4421544677900747,0.019702087723796613,0,0,0,0,0.04842732146753431,TIE,0.1,14.260326325893402,0.6354299700893463,0.3358934971838198,0.25486455835610633,0.4433617539585871,13.702858984470367,0.6105896229618739,0.3415741675075681,0.24380007919191127,0.42551892551892556,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,40,40,22.44201091725071,0.4057639023550805,0.41713954734462794,0.01808055008311123,0.018587440710314485,0.4057639023550805,0.01808055008311123,0,0,0,0,0.011375644989547462,TIE,0.1,14.047452807426453,0.6259444779357302,0.33231707317073167,0.24914155189186749,0.4393028846153846,14.41168338060379,0.6421743324937886,0.33417978669375314,0.24876001812758486,0.43780487804878043,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,41,41,22.44201091725071,0.4459408710481764,0.39868960770109,0.019870807152374697,0.01776532455897816,0.4459408710481764,0.019870807152374697,0,0,0,0,-0.0472512633470864,TIE,0.1,14.546830952167511,0.6481964118904185,0.33710174717368957,0.2575352947060844,0.44369645042839656,14.412334561347961,0.6422033486433026,0.34463562753036436,0.2460892817776068,0.448780487804878,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,42,42,22.44201091725071,0.47283744537776373,0.544745637930224,0.021069299320868942,0.024273477093422556,0.47283744537776373,0.021069299320868942,0,0,0,0,0.07190819255246028,TIE,0.1,12.777644395828247,0.5693627207892648,0.3357879234167894,0.2228157221563689,0.4187614960147149,14.33136761188507,0.6385955191238609,0.3435340572556762,0.22701259356347736,0.4286589099816289,0.0,0.013285354333358479,0.0,0.298150066988775,0.0034344590726960505,0.008333333333333333,0.298150066988775,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,43,43,22.44201091725071,0.48030531890194533,0.5166095200163259,0.021402062438742715,0.023019751746899776,0.48030531890194533,0.021402062438742715,0,0,0,0,0.03630420111438054,TIE,0.1,13.293793797492981,0.592361969990591,0.33631840796019896,0.23311713379199883,0.43814747105423524,10.820665955543518,0.4821611572796222,0.35081206496519723,0.17779473797102352,0.419889502762431,0.0,0.014598027881093878,0.0,0.327609101077839,0.0034344590726960505,0.008333333333333333,0.327609101077839,MODE_1_ACCEPT,final_frozen_shared_quality,relative_quality_restart_v1_1_development,0.0,False,False,False
