sequence,base_sequence,sequence_index,frame_id,D_obj_cm,E_obs_cm,E_prior_cm,e_obs_norm,e_prior_norm,E_update_cm,e_update_norm,obs_abs_risk_label,prior_abs_risk_label,obs_risk_label,prior_risk_label,delta_E_gt_cm,pair_state_gt,prior_advantage_margin_cm,x1_obs_depth_residual,x1_obs_norm,x2_obs_inlier_error,x4_obs_support_ratio,x5_obs_geometry_inconsistency,x1_prior_depth_residual,x1_prior_norm,x2_prior_inlier_error,x4_prior_support_ratio,x5_prior_geometry_inconsistency,e_obs_hat_norm,e_prior_hat_norm,E_obs_hat_cm,E_prior_hat_cm,p_obs_risk_rollout,p_prior_risk_rollout,delta_E_hat_cm,rollout_mode,policy_model_stage,observer_source,observer_wall_ms,sam2_frame_wall_ms,sam2_timing_scope,sam2_cache_receipt_sha256,perception_runtime_version,observer_restarted,relocalization_attempted,relocalization_used,output_quality_unverified,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,output_uncertain
mustard_easy_00_02_clean,mustard_easy_00_02,13,13,22.44201091725071,0.4307139038099129,0.5168347825471853,0.01919230435267421,0.0230297892846093,0.4307139038099129,0.01919230435267421,0,0,0,0,0.08612087873727237,TIE,0.1,14.353583753108978,0.6395854545314241,0.34088568486096804,0.2590614297632148,0.4437046004842615,12.603197991847992,0.5615895134495356,0.3343065693430657,0.2159481143992823,0.4236664622930717,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,2.032899297773838,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,14,14,22.44201091725071,0.4343531832063441,0.4913166425199631,0.01935446804691044,0.021892719165478088,0.4343531832063441,0.01935446804691044,0,0,0,0,0.056963459313619014,TIE,0.1,13.974355161190033,0.6226872989553818,0.33809280979092304,0.25181228824184554,0.4389944819129369,13.57676088809967,0.6049707817254244,0.34023220595658754,0.24418161295619378,0.4360535931790499,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,2.3101428523659706,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,15,15,22.44201091725071,0.43700476821705614,0.44936737287594797,0.01947262078377921,0.02002348962991229,0.43700476821705614,0.01947262078377921,0,0,0,0,0.01236260465889183,TIE,0.1,14.05387967824936,0.6262308547157168,0.33333333333333337,0.25371995706325856,0.4412307692307692,14.104069769382477,0.6284672893791782,0.33795582948125324,0.25715376094180176,0.44099378881987583,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,2.373797819018364,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,16,16,22.44201091725071,0.41462541078831083,0.42314808475569,0.018475412578540226,0.018855176851840173,0.41462541078831083,0.018475412578540226,0,0,0,0,0.008522673967379157,TIE,0.1,14.537569880485535,0.6477837451416087,0.3374870197300104,0.26516596999173614,0.44740024183796856,14.362145960330963,0.6399669803783528,0.3359013867488444,0.25715376094180176,0.4424724602203183,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,1.6510719433426857,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,17,17,22.44201091725071,0.4275349611164729,0.3997104318743474,0.019050652933594092,0.01781081175604893,0.4275349611164729,0.019050652933594092,0,0,0,0,-0.027824529242125473,TIE,0.1,13.652543723583221,0.6083476108234487,0.3316608128449573,0.23960320778480282,0.41990291262135926,14.960995316505432,0.6666512805679649,0.3360867320598864,0.2609690985846277,0.44525547445255476,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,2.677631564438343,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,18,18,22.44201091725071,0.43875612400227376,0.40595190822213734,0.01955065994843675,0.018088927490454543,0.43875612400227376,0.01955065994843675,0,0,0,0,-0.032804215780136425,TIE,0.1,14.608520269393921,0.6509452438669234,0.3359173126614987,0.26173216611319283,0.44699318040917546,14.157050848007202,0.63082808845463,0.3319734829168791,0.25181228824184554,0.4393846153846154,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,1.467977650463581,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,19,19,22.44201091725071,0.4318770455617238,0.4301700039111524,0.01924413311953916,0.019168068561114977,0.4318770455617238,0.01924413311953916,0,0,0,0,-0.0017070416505713948,TIE,0.1,14.7300586104393,0.656360905658263,0.3422572178477691,0.2731781790416705,0.4518879415347138,14.273563027381897,0.6360197880667683,0.3426212590299278,0.26058756482034506,0.44043982895540623,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,2.3363446816802025,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,20,20,22.44201091725071,0.4450447579524835,0.444078818690474,0.01983087699197164,0.019787835427400126,0.4450447579524835,0.01983087699197164,0,0,0,0,-0.0009659392620094964,TIE,0.1,13.643181324005127,0.6079304289758587,0.339294839039346,0.25333842329897593,0.44067796610169496,14.283253252506256,0.6364515775868826,0.34165366614664583,0.2663105712845839,0.43845682792406615,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,1.9332421943545341,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,21,21,22.44201091725071,0.4839223628352991,0.455686824759219,0.02156323533660337,0.0203050798985639,0.4839223628352991,0.02156323533660337,0,0,0,0,-0.02823553807608009,TIE,0.1,13.817918300628662,0.6157165840253253,0.3328282828282828,0.2445631467204764,0.43858560794044665,14.134445786476135,0.6298208230355721,0.33896569380440345,0.25486455835610633,0.43772672309552596,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,1.9267406314611435,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,22,22,22.44201091725071,0.4832926272831166,0.49568385119017794,0.021535174769548818,0.02208731886896802,0.4832926272831166,0.021535174769548818,0,0,0,0,0.012391223907061322,TIE,0.1,13.138692080974579,0.5854507481268151,0.33450527373179306,0.24036627531336796,0.4214372716199757,13.168922066688538,0.5867977747290846,0.3293413173652695,0.23540633637769426,0.42547928262213974,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,2.004525624215603,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,23,23,22.44201091725071,0.506329077719114,0.509885407803672,0.022561662570527906,0.022720130102589588,0.506329077719114,0.022561662570527906,0,0,0,0,0.0035563300845580237,TIE,0.1,12.73181140422821,0.5673204353733529,0.33760473139477576,0.2258679922706296,0.4297976701410178,12.595734000205994,0.5612569233055632,0.3376301437778879,0.23044639744202067,0.42111724984653165,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,1.933177001774311,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,24,24,22.44201091725071,0.49442941089552,0.5270271848209741,0.022031421904151305,0.02348395546033084,0.49442941089552,0.022031421904151305,0,0,0,0,0.0325977739254541,TIE,0.1,13.305051624774933,0.5928636107447758,0.3356678339169584,0.23731400519910728,0.4272616136919315,12.569816410541534,0.560102053995499,0.33137542829172784,0.22052651957067337,0.42629969418960245,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,2.445342019200325,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,25,25,22.44201091725071,0.4548429508039747,0.5135986236306196,0.020267477477000348,0.02288558835143543,0.4548429508039747,0.020267477477000348,0,0,0,0,0.0587556728266449,TIE,0.1,13.734795153141022,0.6120126758597809,0.3353443941679236,0.2411293428419331,0.43367655966081164,12.788277864456177,0.569836540567142,0.3371287128712871,0.2293017961491729,0.4246153846153846,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,1.8708901479840279,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,26,26,22.44201091725071,0.4388636512587728,0.45740323701873215,0.01955545128629393,0.020381562004639066,0.4388636512587728,0.01955545128629393,0,0,0,0,0.018539585759959343,TIE,0.1,14.409562945365906,0.6420798474119613,0.34018499486125386,0.2575352947060844,0.4441747572815534,14.18841928243637,0.6322258435196655,0.33757637474541746,0.25066768694899777,0.4414796846573681,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,1.5426678583025932,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,27,27,22.44201091725071,0.4352939021476615,0.4111973832107126,0.019396385811979982,0.018322662114678576,0.4352939021476615,0.019396385811979982,0,0,0,0,-0.02409651893694892,TIE,0.1,14.90745097398758,0.6642653828551759,0.33956386292834895,0.26516596999173614,0.44712990936555896,14.823274314403534,0.6605145309420195,0.3350515463917526,0.2598244972917799,0.4419315403422983,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,1.940208487212658,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,28,28,22.44201091725071,0.43511269978543177,0.39947082100202924,0.019388311563959256,0.017800134866477777,0.43511269978543177,0.019388311563959256,0,0,0,0,-0.035641878783402525,TIE,0.1,13.744091987609863,0.612426936172866,0.33671399594320484,0.2476154168347371,0.4409307875894988,14.88979309797287,0.6634785604942111,0.3366492146596859,0.2712705102202575,0.45376607470912433,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,1.556948758661747,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,29,29,22.44201091725071,0.44796048999539245,0.41703291622068317,0.01996079993219567,0.018582689303484768,0.44796048999539245,0.01996079993219567,0,0,0,0,-0.030927573774709283,TIE,0.1,14.264123141765594,0.6355991534965817,0.3316195372750642,0.257916828470367,0.4422724496029322,14.952965080738068,0.6662934589896324,0.3331603528801246,0.2647844362274535,0.4478787878787879,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,2.3094182834029198,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,30,30,22.44201091725071,0.45035514160817836,0.44572128646467774,0.020067503900107263,0.019861022619949847,0.45035514160817836,0.020067503900107263,0,0,0,0,-0.00463385514350062,TIE,0.1,14.347778260707855,0.6393267659307221,0.33384694401643555,0.25715376094180176,0.43780487804878043,14.228041470050812,0.6339913799397545,0.33983572895277203,0.25677222717751924,0.4424019607843137,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,4.285926930606365,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,31,31,22.44201091725071,0.4767086275426934,0.46423263543746895,0.021241796437067827,0.020685875127198293,0.4767086275426934,0.021241796437067827,0,0,0,0,-0.012475992105224432,TIE,0.1,14.1138955950737,0.6289051211638366,0.33760903027193434,0.2563906934132366,0.43520192887281495,13.939398527145386,0.6211296562747173,0.3345250255362615,0.2529568895346933,0.4471744471744472,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,2.4687154218554497,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
mustard_easy_00_02_clean,mustard_easy_00_02,32,32,22.44201091725071,0.4409258137151374,0.4991380078598004,0.019647339774538957,0.022241233626534036,0.4409258137151374,0.019647339774538957,0,0,0,0,0.058212194144663,TIE,0.1,14.461182057857513,0.644379958247926,0.33692860811504877,0.25715376094180176,0.44106925880923453,14.340144395828247,0.6389866063564418,0.33809280979092304,0.25181228824184554,0.4356130622304375,0.0,0.0,0.0,0.0,0.0034344590726960505,0.0034344590726960505,0.0,MODE_4_TRUSTED_FUSION,final_frozen_shared_quality,precomputed,0.0,1.7595728859305382,cache_read_only_not_online_fps,bd3d594556b4056b315c9772d734898da772db6367ee5b30a2ec9f0210812045,cached_perception_v2,False,False,False,False,four_mode_relocalization_v2,0.5,False,False,False
